859,11,24,13,7,4,12,5,39,26
10,920,4,4,1,2,4,1,8,46
47,3,747,40,47,36,62,12,3,3
14,9,47,656,33,149,53,19,9,11
11,1,50,32,780,36,47,37,1,5
9,3,18,153,32,738,20,20,3,4
7,1,23,33,8,21,903,0,2,2
13,1,19,18,32,38,3,868,3,5
35,17,6,8,5,6,3,4,902,14
21,46,8,10,2,4,4,2,11,892
